카드_고유키,카드설명
카드_456,계좌 잔고가 부족해도 30만원의 신용한도 제공
카드_457,평일 이용실적이 높을수록 커지는 주말 캐시백 혜택
카드_458,평일 이용실적이 높을수록 커지는 주말 캐시백 혜택
카드_459,세븐일레븐 할인 서비스
카드_460,계획적인 내 차 마련의 베스트 솔루션
카드_461,SKYPASS롯데 플래티넘 체크카드
카드_462,SK주유소에서 리터당 40원 할인
카드_463,한번 해병은 영원한 해병
카드_464,한번 해병은 영원한 해병!
카드_465,월 최대 5천원 영화관람권 할인!
카드_466,롯데홈쇼핑 쇼퍼홀릭 마니아들을 위한 쇼핑의 필수 아이템! 포인트적립과 할인쿠폰이 동시에!
카드_467,AIA생명 보험료 결제시 월 3천원~5천원 할인!
카드_468,인피니트 카드
카드_469,리더만의 자부심
카드_470,리더만의 자부심
카드_471,리더만의 자부심
카드_472,리더만의 자부심
카드_473,"스카이패스 마일리지 적립, 스페셜기프트 제공"
카드_474,"아시아나클럽 마일리지 적립, 스페셜기프트 제공"
카드_475,"1% L.POINT 적립, 스페셜기프트 제공"
카드_476,"스카이패스 마일리지 적립, 스페셜기프트 제공"
카드_477,"아시아나클럽 마일리지 적립, 스페셜기프트 제공"
카드_478,"1.5~3% L.POINT 적립, 스페셜기프트 제공"
카드_479,프리미엄의 정상을 향한 또 하나의 특권
카드_480,프리미엄의 정상을 향한 또 하나의 특권
카드_481,프리미엄의 정상을 향한 또 하나의 특권
카드_482,SKYPASS 롯데 플래티넘 카드
카드_483,아시아나클럽 롯데 플래티넘 카드
카드_484,롯데 플래티넘 카드
카드_485,전기차/수소차 충전 최대 40% 에코머니 포인트 적립
카드_486,I-어디로든 그린카드로 에코머니 포인트 적립하세요
카드_487,페이북 머니 국내 최대 1.5% 매일 적립
카드_488,친환경 자동차 충전 최대 40% 적립
카드_489,1천원당 1.3 아시아나클럽 마일리지
카드_490,"kt 통신요금 월 최대 13,000원 할인"
카드_491,온라인/간편결제/음식점/커피 10% 할인
카드_492,"실적조건NO, 적립한도제한NO! 대한항공 마일리지 적립!"
카드_493,고속도로 통행료 결제
카드_494,고속도로 통행료 결제
카드_495,대중교통 할인
카드_496,대중교통 15% 결제일 할인
카드_497,동물병원 / 반려동물업종 할인
카드_498,TOP포인트 1~2% 적립
카드_499,대한항공(Skypass) 마일리지 적립
카드_500,SK주유소/충전소 최대120원 할인
카드_501,국내 가맹점 0.7% 할인
카드_502,1천원당 1 스카이패스 마일리지
카드_503,"주유, 백화점, 대형할인점, 학원 업종 할인"
카드_504,국내 가맹점이용금액의 0.5% 캐시백
카드_505,"할인점, 백화점, 병원, 약국, 학원업종 할인"
카드_506,컬리 5% 적립
카드_507,"SK주유소/충전소 할인 서비스, 생활 할인 서비스"
카드_508,국내외 가맹점 0.5% 할인
카드_509,즐겨 쓰는 5개 영역 할인 혜택
카드_510,"kt 통신요금 월 최대 25,000원 할인"
카드_511,"kt 통신요금 월 최대 18,000원 할인"
카드_512,신세계백화점 5% 할인
카드_513,신세계백화점 7% 할인
카드_514,신세계백화점 7% 할인
카드_515,신세계백화점 1천원당 1.4마일 적립
카드_516,신세계백화점 5% 적립
카드_517,"쇼핑, 엔터테인먼트, 골프, 생활 5%~30% 특별적립"
카드_518,전 가맹점 0.7% 기본 할인 및 특별 카테고리 6.3% 추가 할인
카드_519,"점심 식사, 배달앱, 대중교통 7% 할인"
카드_520,로스트아크 로열 크리스탈 충전 시 10% 할인
카드_521,"쿠팡, G마켓, 옥션 7% 할인"
카드_522,"주요 始發(시발)비용 사용처 매출금액별 180/1,800원 차등 청구할인"
카드_523,언택트 전용 할인 혜택
카드_524,실적조건/할인한도 없이 최대 1.5% 할인
카드_525,국내 가맹점 0.8% 에코머니 적립
카드_526,커피전문점 20%할인
카드_527,
카드_528,6대 생활영역 이용금액 1% 기본캐시백
카드_529,"국내 0.8%, 해외 1.6% Air Money적립"
카드_530,국내외 가맹점 결제 시 360리워드포인트 적립
카드_531,유니마일(UniMile)적립 및 수하물 서비스
카드_532,해외 모든 가맹점 2% 토스 포인트 적립
카드_533,해외 모든 가맹점 2% 토스 포인트 적립
카드_534,온라인/오프라인 쇼핑 5% 청구할인
카드_535,국내/해외 이용시 0.5~1.5% TOP 포인트 적립
카드_536,페이 결제 시 5% 할인
카드_537,전 주유소(LPG포함) 리터당 60원 청구할인
카드_538,"편의점,제과/음식점,커피/배달앱 5% 할인"
카드_539,"카카오 T 건당 2,000원 할인"
카드_540,코웨이 렌탈료 자동이체 할인 서비스
카드_541,주요 롯데쇼핑 계열 L.POINT 3% 적립
카드_542,온라인쇼핑 5천원 청구할인
카드_543,KT라이트할부 및 통신요금 할인 서비스
카드_544,국내 및 해외 가맹점 7% 할인
카드_545,대한항공/아시아나 마일리지 적립
카드_546,국내 가맹점 최대 0.6% 할인
카드_547,국내 가맹점 이용금액 0.3~0.6% 할인
카드_548,아모레퍼시픽 10% 청구할인
카드_549,아파트 관리비 최대 1만원 할인
카드_550,하이브리드 서비스(체크+신용 결제서비스)
카드_551,아파트 관리비 10% 할인
카드_552,다이소 이용금액30% 할인
카드_553,해외 사용 수수료 할인 0.25%
카드_554,해외 사용 수수료 0.25% 할인
카드_555,기프트 바우처 제공
카드_556,기프트 바우처 3종 중 1개 무료 제공
카드_557,아파트 관리비 최대 1만원 할인
카드_558,국내 외 가맹점 0.8% 할인
카드_559,아파트 관리비 10% 청구 할인
카드_560,항공 마일리지 1~3마일리지 적립
카드_561,항공 마일리지 1~3마일리지 적립
카드_562,정액캐시백 지급
카드_563,전 주유소 리터당 60원 할인
카드_564,국내 전가맹점 최대 1% 에코머니 포인트 적립
카드_565,국내 전가맹점 최대 1% 에코머니 포인트 적립
카드_566,국내 전 가맹점 0.2~1.0% 에코머니 포인트적립
카드_567,"버스, 지하철 10%~20% 에코머니 포인트 적립"
카드_568,"전월 실적 조건 / 적립 한도 제한 없이, 국내 전 가맹점에서 GS＆POINT 적립"
카드_569,"대형마트 5,000원 할인"
카드_570,GS칼텍스 리터당 최대 150원 할인
카드_571,KT 통신요금 최대 1만5천원 할인
카드_572,KT 통신요금 최대 1만5천원 할인
카드_573,국내/특화 가맹점 월 최대 2만 하나머니 적립
카드_574,용인시 주요 놀이공원 50~60% 할인
카드_575,6대 홈쇼핑 6% 할인
카드_576,"이마트 쇼핑 시 5% 적립, 일반 가맹점 0.5% 적립"
카드_577,"KT통신요금 최대 15,000원 할인"
카드_578,"병/의원,조산원,산후조리원 업종 5% 할인"
카드_579,아시아나 마일리지 1000원당 1.5마일 또는 TOP포인트 1% 적립
카드_580,"병,의원/조산원/산후조리원 업종 5% 청구할인"
카드_581,국내외 모든 가맹점 최대 3.5% 청구할인
카드_582,"병/의원,조산원,산후조리원 업종 5% 할인"
카드_583,6대 홈쇼핑 이용액의 6% 할인
카드_584,"병,의원/조산원/산후조리원 업종 5% 할인"
카드_585,"병/의원, 조산원, 산후조리원 업종 5% 청구할인"
카드_586,"병/의원, 조산원, 산후조리원 업종 5% 할인"
카드_587,"병,의원/조산원/산후조리원 업종 5% 할인"
카드_588,통합 멤버십 서비스
카드_589,6대 홈쇼핑 이용액의 6% 할인
카드_590,모든 철도 이용 시 10% 청구 할인
카드_591,6대 홈쇼핑 6% 할인
카드_592,6대 홈쇼핑 6% 할인
카드_593,6대 홈쇼핑 6%할인
카드_594,수원 kt wiz파크 입장권 및 구단 야구용품 할인
카드_595,어린이집 및 유치원 학원 5% 할인
카드_596,TOP포인트 적립
카드_597,대한항공 마일리지적립
카드_598,"어린이집, 유치원 10% 청구할인"
카드_599,KT 통신요금 최대 1만 5천원 청구할인
카드_600,국내외 온/오프라인 쇼핑 최대 10%할인
카드_601,"11번가에서 인터넷 결제 시 11%, 모바일 결제 시 22% 적립"
카드_602,전 주유소 리터당 60원 할인
카드_603,반려동물 병원 20% 할인
카드_604,부산일보 구독료 최대 7천원 할인
카드_605,"온라인, 병원, 골프, 호텔, 해외이용 시 10만원 상당의 청구할인"
카드_606,TOP포인트 최대 1%적립
카드_607,국내외 모든 가맹점 이용 시 0.7% 적립
카드_608,BLISS.7 카드 이용금액에 대해서 항공마일리지적립
카드_609,BLISS.7 카드 이용금액에 대해서 TOP포인트 적립
카드_610,국내 가맹점 이용금액 0.2~0.8% 에코머니 적립
카드_611,국내 가맹점 최대 0.8% 에코머니 적립
카드_612,국내 전가맹점 최대 0.8% 에코머니 적립
카드_613,국내 가맹점 이용금액0.2~0.8% 에코머니 적립
카드_614,국내 전가맹점 최대 0.8% 에코머니 적립
카드_615,편의점 및 제과점 10% 할인
카드_616,"할인점,백화점,병의원,약국,학원업종 이용 시 5% 할인"
카드_617,"전국 할인점,백화점, 병.의원, 학원업종 등 5% 할인"
카드_618,부가세 환급 지원 서비스 지원
카드_619,국내 가맹점 최대 0.7% 할인
카드_620,전 주유소 리터당 60원 할인
카드_621,전 주유소 리터당 60원 할인
카드_622,평일 출퇴근 시간대 통행료 자동 20%/50% 할인
카드_623,영화 인터넷 예매 시 최대 4000원 할인
카드_624,GS칼텍스 리터당 60원 할인
카드_625,GS칼텍스 주유소 이용 시 리터당 40원 할인
카드_626,GS칼텍스 주유소 리터당 60~80원 적립
카드_627,교육(외국어/컴퓨터/예체능/유치원/기타) 10% 청구할인
카드_628,다이아몬드 등급 VIP 서비스
카드_629,다이아몬드 등급 VIP 서비스
카드_630,다이아몬드 등급 VIP 서비스
카드_631,TOP포인트 최대 0.3% 적립
카드_632,0.1% 독도지킴이 기금 제공
카드_633,인피니트 등급 VIP 서비스
카드_634,인피니트 등급 VIP 서비스
카드_635,인피니트 등급 VIP 서비스
카드_636,SK주유소 이용시 리터당 40포인트 적립
카드_637,1천원당 최대 2BC Mile 적립
카드_638,CarPlus 0.8% 포인트 적립
카드_639,백화점 최대 3개월 무이자 할부
카드_640,"마일리지 1,000원당 1마일 적립"
카드_641,통신요금 5% 할인
카드_642,"마일리지 1,500원당 1마일 적립"
카드_643,"여행, 레포츠업종 등 무이자 할부서비스"
카드_644,"백화점, 대형마트 최대 3개월 무이자 할부"
카드_645,"마일리지 1,000원당 1마일 적립"
카드_646,"마일리지 1,500원당 1마일 적립"
카드_647,SK 주유소 및 SK충전소 리터당 25원 할인
카드_648,대중교통 건당 100원 할인
카드_649,커피/점심/저녁 8% 페이북 머니 적립
카드_650,조건없이 쓸때마다 할인
카드_651,"No전월실적 No연회비, 매월 최대 1만원 적립"
카드_652,경기장 입장권 3천원 할인
카드_653,쇼핑/학원 5% Air Money 적립
카드_654,구독 서비스 20% 청구할인
카드_655,SK주유소 1% 할인
카드_656,"병원, 약국, 학원 5% 할인"
카드_657,적립 한도 없이 최대 0.6% 360리워드 포인트 적립
카드_658,"편의점, 푸드, 음료매장 결제 시 500원 할인"
카드_659,커피전문점 5%할인
카드_660,L.POINT 최대 2% 적립
카드_661,국내외 전 가맹점 이용금액의 0.2% 캐시백
카드_662,하나머니 적립 서비스
카드_663,넥슨캐시/세라 온라인 충전 15% 할인
카드_664,현대백화점/아울렛 5% 할인
카드_665,국내 이용금액 최대 0.4% 할인
카드_666,국내 이용금액 0.2~0.4% 캐시백
카드_667,다이소 이용금액 20% 할인
카드_668,대한항공 마일리지 적립
카드_669,"CGV, 롯데시네마, 메가박스 4천원 할인"
카드_670,대한항공 마일리지 적립 서비스
카드_671,대한항공 마일리지 적립 서비스
카드_672,대중교통(버스/지하철) 이용금액 5% 할인
카드_673,용인시 주요 놀이공원 50~60% 할인
카드_674,해외가맹점 이용금액의 1% 캐시백
카드_675,해외가맹점 이용금액의 1%캐시백
카드_676,군마트(PX) 10% 청구할인
카드_677,AK플라자 5% 즉시할인
카드_678,"신세계 가맹점 1~10% 적립, 일반 가맹점 0.2% 적립"
카드_679,"외식, 쇼핑, 카페, 교통,서점,병원/약국 10% 할인"
카드_680,"병/의원,조산원,산후조리원 업종 3% 할인"
카드_681,국내외 전 가맹점 0.2%~0.4% TOP포인트 적립
카드_682,"병,의원/조산원/산후조리원 업종 3% 할인(캐시백)"
카드_683,카카오페이 이용금액 15% 청구할인
카드_684,카카오페이 이용금액 15% 할인
카드_685,카카오페이 이용금액 15% 할인
카드_686,카카오페이 이용금액 15% 청구 할인
카드_687,카카오페이 이용금액 15% 청구 할인
카드_688,"병/의원,조산원,산후조리원 업종 3% 할인"
카드_689,"병,의원/조산원/산후조리원 업종 3% 할인"
카드_690,"병/의원, 조산원, 산후조리원 업종 3% 청구할인"
카드_691,"병/의원, 조산원, 산후조리원 업종 3% 할인"
카드_692,통합 멤버십 서비스
카드_693,6대 홈쇼핑 6%할인
카드_694,수원 kt wiz파크 입장권 및 구단 야구용품 할인
카드_695,어린이집 및 유치원 5% 할인
카드_696,"온라인쇼핑몰, 소셜커머스 3~5% 청구할인"
카드_697,해외 가맹점 이용금액의 1.5% 캐시백
카드_698,11번가 이용 시 11% 적립
카드_699,"블랙스미스, 아웃백 20% 할인"
카드_700,토익 응시료 10% 할인
카드_701,카드 이용액의 0.2%를 Oh! Point로 적립
카드_702,"병원, 약국 업종 가맹점 이용액의 10% 청구할인"
카드_703,"영화 인터넷 예매 시 1,500원 청구할인"
카드_704,"전국 백화점, 할인점, 학원 이용 시 5% 할인"
카드_705,편의점 10% 할인
카드_706,교통요금 건당100원 할인
카드_707,전국 영화관 현장 또는 인터넷 예매 4천원 할인
카드_708,전국 영화관 현장 또는 인터넷 예매 4천원 할인
카드_709,"블랙스미스, 아웃백 20% 할인"
카드_710,패밀리레스토랑 20% 할인
카드_711,"병원, 약국 업종 가맹점 이용액의 10% 청구할인"
카드_712,"영화 인터넷 예매 시 1,500원 청구할인"
카드_713,에코머니 가맹점 이용 시 1~5% 적립
카드_714,해피포인트 가맹점 20% 할인
카드_715,해피포인트 가맹점 20% 할인
카드_716,해피포인트 가맹점 20% 할인
카드_717,"CGV 영화관 1,500원 현장할인"
카드_718,전주유소 2% 할인
카드_719,전 주유소 1.2% 할인
카드_720,"패밀리 레스토랑 10%, 스타벅스 커피 20% 할인"
카드_721,TOP포인트 최대 0.3% 적립
카드_722,국내 이용액 0.1% TOP포인트 적립
카드_723,
카드_724,
카드_725,
카드_726,
카드_727,
카드_728,
카드_729,"‘세기말 풋사과 보습학원’, ‘화산귀환’ 디자인으로 발급된 카드는 분실/파손에 의한 카드 재발급 또는 카드 유효기한 연장 발급 시 카드사 및 제휴사의 사정으로 사전 안내 없이 ＇베이직＇ 디자인으로 발급될 수 있습니다."
카드_730,
카드_731,
카드_732,
카드_733,
카드_734,
카드_735,
카드_736,
카드_737,
카드_738,
카드_739,
카드_740,
카드_741,
카드_742,개인 및 개인사업자에 한해 발급 가능합니다.
카드_743,"만 12세~18세 청소년 전용 가족카드이며, 해당 카드는 홈페이지/앱을 통해서만 신청이 가능합니다."
카드_744,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_745,
카드_746,
카드_747,
카드_748,카드 신청은 네이버페이를 통해서만 가능합니다.
카드_749,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_750,
카드_751,사업에 힘이 되는 카드
카드_752,
카드_753,
카드_754,
카드_755,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_756,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_757,"해당 카드는 홈페이지/앱을 통해서만 신청이 가능하며, 모바일명세서를 기본으로 제공합니다."
카드_758,카드 신청은 PAYCO 앱을 통해서만 가능합니다.
카드_759,Toss taptap S는 모바일·이메일 명세서를 기본으로 제공합니다.
카드_760,TRADERS CLUB 회원만 신청가능합니다.
카드_761,
카드_762,
카드_763,
카드_764,
카드_765,
카드_766,
카드_767,
카드_768,
카드_769,
카드_770,
카드_771,"해당 카드는 삼성카드 홈페이지(PC, 모바일)·앱을 통해서만 신청 가능하며, 모바일·이메일 명세서를 기본으로 제공합니다."
카드_772,
카드_773,SK 장기 렌터카 이용에 현명한 선택!
카드_774,
카드_775,"해당 카드는 삼성카드 홈페이지(PC, 모바일)·앱을 통해서만 신청 가능하며, 모바일·이메일 명세서를 기본으로 제공합니다."
카드_776,
카드_777,
카드_778,
카드_779,
카드_780,
카드_781,
카드_782,* 서민금융진흥원 햇살론카드 보증약정 체결 대상에 한해 신청 가능하며 유효기간이 남은 삼성개인신용카드 보유 회원은 제외됩니다 (체크카드 소액신용기능 이용고객 및 하이패스카드 이용고객 포함)
카드_783,＇SK매직 삼성카드＇는 SK매직 상품 구매시 24·36개월 무이자 할부 혜택이 아닌 렌탈료 할인 혜택이 제공되는 카드입니다
카드_784,
카드_785,
카드_786,
카드_787,
카드_788,
카드_789,
카드_790,
카드_791,
카드_792,
카드_793,
카드_794,결제계좌 : SC제일은행
카드_795,결제계좌 : SC제일은행
카드_796,결제계좌 : SC제일은행
카드_797,결제계좌 : SC제일은행
카드_798,"현금 입출금 기능 : KB국민은행, 신한은행, 우리은행"
카드_799,"현금 입출금 기능 : KB국민은행, 신한은행, 우리은행"
카드_800,
카드_801,
카드_802,결제계좌 : KB국민은행
카드_803,
카드_804,
카드_805,
카드_806,결제계좌 : 새마을금고
카드_807,결제계좌 : 새마을금고
카드_808,
카드_809,
카드_810,
카드_811,Invitation Only
카드_812,Not Just Luxury
카드_813,My Hot Luxury
카드_814,My Hot Luxury
카드_815,My First Luxury
카드_816,My First Seduction
카드_817,어디서나 M포인트 적립받는 카드
카드_818,어디서나 M포인트 적립받는 카드
카드_819,어디서나 M포인트 적립받는 카드
카드_820,어디서나 할인받는 카드
카드_821,어디서나 할인받는 카드
카드_822,어디서나 할인받는 카드
카드_823,패밀리용 구간반복 할인카드
카드_824,출퇴근용 구간반복 할인카드
카드_825,방구석용 구간반복 할인카드
카드_826,실적·한도 제한 없는 카드
카드_827,실적·한도 제한 없는 카드
카드_828,기아멤버스·M포인트 적립받는 카드
카드_829,쏘카크레딧 적립받는 카드
카드_830,GENESIS OWNER ONLY
카드_831,블루멤버스 포인트 적립받는 카드
카드_832,연회비 부담은 줄이고 오직 마일리지에 집중한 카드
카드_833,야놀자·인터파크(투어/티켓)·트리플 NOL 포인트 적립받는 카드
카드_834,현대카드
카드_835,무신사 할인에 무신사 적립금 받는 카드
카드_836,신세계포인트 적립받는 카드
카드_837,스마일캐시 적립받는 카드
카드_838,코스트코 리워드 포인트 적립받는 카드
카드_839,신세계 유니버스 클럽 자동 가입에 SSG MONEY 적립받는 카드
카드_840,네이버플러스 멤버십 혜택에 네이버페이 포인트 적립받는 카드
카드_841,스탁마일리지 적립하고 주식으로 바꾸는 카드
카드_842,배민포인트 적립받는 카드
카드_843,스타벅스 별 적립받는 카드
카드_844,GS칼텍스에서 할인받는 카드
카드_845,넥슨 현대카드 포인트 적립
카드_846,KT 통신요금 자동이체 할인받는 카드
카드_847,SKT 라이트할부 할인받는 카드
카드_848,LG U+ 통신요금 자동이체 할인받는 카드
카드_849,통신 요금 자동이체 할인받는 카드
카드_850,coway 렌탈요금 자동납부 할인받는 카드
카드_851,LG전자 렌탈요금 자동납부 할인받는 카드
카드_852,인플루언서를 위한 카드
카드_853,쓸 때마다 H.point가 적립되는 카드
카드_854,쓸 때마다 YES포인트가 적립되는 카드
카드_855,하이마트 장기할부 이용 시 할인받는 카드
카드_856,CJ계열사 할인받고 M포인트까지 적립되는 카드
카드_857,쓸 때마다 LDF PAY가 적립되는 카드
카드_858,My Hot Luxury
카드_859,할인 한도 없는 생활지원 카드
카드_860,경차 주유 시 할인받는 카드
카드_861,화물차 유가보조금 환급 카드
카드_862,식당·카페 사장님을 위한 포인트카드
카드_863,도소매·서비스업 사장님을 위한 포인트카드
카드_864,온라인몰 사장님을 위한 포인트카드
카드_865,식당·카페 사장님을 위한 플래티넘 포인트카드
카드_866,도소매·서비스업 사장님을 위한 플래티넘 포인트카드
카드_867,온라인몰 사장님을 위한 플래티넘 포인트카드
카드_868,식당·카페 사장님을 위한 할인카드
카드_869,도소매·서비스업 사장님을 위한 할인카드
카드_870,온라인몰 사장님을 위한 할인카드
카드_871,식당·카페 사장님을 위한 플래티넘 할인카드
카드_872,도소매·서비스업 사장님을 위한 플래티넘 할인카드
카드_873,온라인몰 사장님을 위한 플래티넘 할인카드
카드_874,식당·카페 사장님을 위한 조건·한도 없는 카드
카드_875,도소매·서비스업 사장님을 위한 조건·한도 없는 카드
카드_876,온라인몰 사장님을 위한 조건·한도 없는 카드
카드_877,M포인트 적립 체크카드
카드_878,현대카드
카드_879,현대카드
카드_880,전월실적/적립한도 없이 0.7% 기본 캐시백
카드_881,적립한도 없이 최대 1.5% 씨티포인트 적립
카드_882,최대 30% 라이프스타일 청구할인
카드_883,최대 7% 라이프 스타일 청구할인
카드_884,마일리지 전환부터 결제대금 차감까지!
카드_885,마일리지 전환부터 결제대금 차감까지!
카드_886,"1,500원당 0.7 스카이패스 마일리지 한도 제한 없이 적립"
카드_887,"1,500원당 1 아시아나 마일리지 한도 제한 없이 적립"
카드_888,최대 20% 특별 포인트 적립
카드_889,최대 20% 청구할인
카드_890,엔터테인먼트 최대 20% 청구할인
카드_891,엔터테인먼트 최대 20% 청구할인
카드_892,아시아나 마일리지 적립
카드_893,아시아나 마일리지 적립
카드_894,국내외 다양한 혜택을 한번에
카드_895,한도 없이 돌려 받는 캐시백
카드_896,신세계백화점 할인 및 신세계 포인트 적립
카드_897,체크카드로 알뜰하게!신용카드로 편리하게!
카드_898,전국 모든 음식점 최대 10% 할인
카드_899,"커피,영화,주유시 최고의 할인"
카드_900,신용카드처럼 쓰면서 더 큰 혜택을 받는 체크카드 !
카드_901,개인사업자를 위한 금융맞춤카드
카드_902,리워드 자동 적립
카드_903,다양한 리워드 사용
카드_904,후불 하이패스 카드
카드_905,(신규판매 중단 상품)
카드_906,(신규판매 중단 상품)
카드_907,(신규판매 중단 상품)
카드_908,(신규판매 중단 상품)
카드_909,(신규판매 중단 상품)
카드_910,(신규판매 중단 상품)
카드_911,(신규판매 중단 상품)
카드_912,(신규판매 중단 상품)
카드_913,(신규판매 중단 상품)
카드_914,(신규판매 중단 상품)
카드_915,(신규판매 중단 상품)
카드_916,원이와 함께~ 스마트한 해외혜택!
카드_917,(개인사업자전용) 개인사업자를 위한 따듯하고 이로운 주유특화카드\n
카드_918,"전가맹점 0.7%, 범농협 판매장 0.8% 전월실적없이 무제한 적립 + NH페이 이용 시 추가 0.1% 적립"
카드_919,"전가맹점 0.2%, 범농협 판매장 0.3% 전월실적없이 무제한 적립 + NH페이 이용 시 추가 0.1% 적립"
카드_920,(개인사업자전용) 개인사업자를 위한 따듯하고 이로운 카드
카드_921,(개인사업자전용) 개인사업자를 위한 따듯하고 이로운 카드
카드_922,(개인사업자전용) 개인사업자를 위한 따듯하고 이로운 카드
카드_923,"플래티늄 카드의 온-혜택을 ON, 켜다!"
카드_924,"플래티늄 카드의 온-혜택을 ON, 켜다!"
카드_925,"플래티늄 카드의 온-혜택을 ON, 켜다!"
카드_926,"일상의 FLEX, 혜택을 FLEX!"
카드_927,올리와 함께~스마트한 POINT 적립카드
카드_928,나를 가장 잘 아는 스마트한 카드! 올바른 적립혜택!
카드_929,나를 가장 잘 아는 스마트한 카드! 올바른 적립혜택!
카드_930,나를 가장 잘 아는 스마트한 카드! 올바른 적립혜택!
카드_931,주유·교통혜택을 위한 올바른 선택!
카드_932,일상에 달콤함을 더해주는 카드!
카드_933,나에게 필요한 Pack 서비스를 내맘대로 Pick!
카드_934,Super Premium
카드_935,Super Premium
카드_936,"전주 삼색 맛,멋,흥 서비스 월 최대 1만원 할인"
카드_937,SK주유소 전북지역최대 리터당 120원 할인 혜택
카드_938,"디지털 일상, Link On으로 완성된다"
카드_939,세 가지 타입의 J머니 적립서비스!
카드_940,당신 인생의 황금기 JB 골든에이지와 함께하세요!
카드_941,세 가지 타입의 적립과 플래티늄서비스!
카드_942,"혜택도, 카드 컬러도 나에게 딱 맞는 선택형 카드!"
카드_943,"연회비는 덜어내고, 품격은 담아내고"
카드_944,더 특별한 혜택을 원하는 당신을 위한
카드_945,전북은행 BIZ클럽 회원만을 위한 차별화된 서비스
카드_946,전북도민을 위한 특화카드
카드_947,"자주, 많이 쓸수록 더 커지는 혜택 !"
카드_948,모든 주유소 리터당 최대 100원 청구할인
카드_949,자주 쓰는 업종에서 혜택받자!
카드_950,young에게 PLUS 되는 카드
카드_951,캐릭터로 하나(one)되는WON FRIENDS 체크카드
카드_952,세 가지 영역의 캐시백 서비스!
카드_953,해피포인트 가맹점 최대 20% 할인
카드_954,전월실적 제한없이 건당 이용금액에 따라 최대 1.2% 캐시백!
카드_955,"대형마트, 베이커리, 카페 5% 할인!"
카드_956,한 장의 카드에 담은 다양한 국가바우처카드
카드_957,캐릭터로 하나(one)되는WON FRIENDS 신용카드
카드_958,"렌탈료 및 장기할부 이용 시 최대 20,000원 할인!"
카드_959,신세계TV쇼핑에서 판매하는 렌탈상품 최대 18천원 할인
카드_960,전월 실적 상관없이 월 최대 1만원 캐쉬백!
카드_961,"배달의 민족, 요기요부터 넷플릭스, 유튜브까지 할인이 된다고?!"
카드_962,떠나자 해외로! 다가올 여행을 준비해보세요!
카드_963,축구를 사랑한다면 제주은행 & 제주유나이티드와 함께하세요!
카드_964,아시아나항공 마일리지 적립과 각종 할인 혜택을 한번에!
카드_965,"전국 주유할인, 카드 한장으로 해결!"
카드_966,제주지니 Air Money로 전세계를 자유롭게 날아가세요
카드_967,제주 삼다수카드 신용카드
카드_968,KCTV 방송 요금 납부는 KCTV알뜰카드 자동이체로!
카드_969,임신부터 보육료 & 유아학비까지 다양한 국가 바우처와 다양한 ...
카드_970,그린을 꺼내세요!! 제주그린카드가 다양한 혜택으로 여러분의 녹...
카드_971,KCTV 방송 요금 납부는 KCTV알뜰카드 자동이체로!
카드_972,기업을 대상으로 발급하는 카드로 기업의 경비 집행시에 이용하 ...
카드_973,제주특별자치도 공무직 직원분들께만 드리는 제주은행 카드의 혜...
카드_974,제주삼다수 체크카드
카드_975,전월 실적 상관없이 월 최대 4천원 캐쉬백!
카드_976,축구를 사랑한다면 제주은행 & 제주유나이티드와 함께하세요!
카드_977,
카드_978,20-30 젊은 세대를 위한 젊은 카드!
카드_979,임신부터 보육료 & 유아학비까지 다양한 국가 바우처와 다양한 ...
카드_980,그린을 꺼내세요!! 제주그린체크카드가 다양한 혜택으로 여러분 ...
카드_981,연회비 없이 대한항공 마일리지 적립에 5개 온라인몰 할인까지 ...
카드_982,한라대학교 재학생을 위한 학생증카드
카드_983,원더카드 맞춤혜택 조합 : 병원부터 관리비까지 생활비 혜택
카드_984,실적 조건 없이 골고루 받는 혜택
카드_985,한장에 담은 SK 통신/주유 혜택
카드_986,우리 가족도 반려동물도 행복한 혜택
카드_987,매일의 즐거움을 책임지는 실용적인 혜택
카드_988,쇼핑할 때마다 행복한 플러스 혜택
카드_989,자유롭게 쓰고 받는 플러스 혜택
카드_990,# MY WAY(샵 마이웨이)카드출근에서 퇴근까지 나의 하루를 함께하는 카드
카드_991,"페이결제 조건없이 최대 1%청구할인, 구독서비스 50%청구할인"
카드_992,에너지 공과금 할인 카드
카드_993,주중/주말/매일 청구할인 혜택이 되는 카드
카드_994,카드 연속사용에 따른 우대 혜택
카드_995,카드 연속사용에 따른 우대 혜택
카드_996,국가바우처와 임신/출산 진료비 지원을 한번에!
카드_997,환경을 생각합니다.
카드_998,실적제한없이 어디서나 0.8%/1.8% 적립!
카드_999,반려동물을 위한 사랑 실천법
카드_1000,현명한 투자를 위한 카드
카드_1001,"로마드 구독 요금 자동이체 시 13,000원 청구할인"
카드_1002,국민연금 수급자를 위한 신용카드
