대출_고유키,금융상품명,상품특징,대출신청자격,상품설명
대출_199,주택금융공사u보금자리론(특례보금자리론),한국주택금융공사홈페이지를통해신청하는보금자리론으로한국주택금융공사와은행간업무협약에의해대출취급후공사로양도하는대출상품,"1)민법상성년인대한민국국민2)채무자와배우자의총주택보유수가본건담보주택을제외하고는무주택또는1주택※기존주택을처분하는조건으로신규주택을담보로구입용도대출을받는경우(“대체취득을위한일시적2주택”)-기존주택의처분기한은대출실행일로부터3년,추가주택의처분기한은검증기준일로부터6개월주)주)분양권(조합원입주권포함)또는상속으로추가주택을취득한경우검증기준일로부터3년3)본인및배우자가한국신용정보원＇신용정보관리규약＇에서정하는아래의신용정보가남아있는경우는취급불가(1)연체,대위변제·대지급,부도,관련인정보(2)금융질서문란정보,공공정보(3)신용회복지원등록정보4)NICE신용평가정보(주)의CB점수가271점이상인경우만취급가능(1)금융거래정보부족으로신용평가점수산정이불가능한경우에는271점으로간주5)소득제한없음",한국주택금융공사홈페이지를통해신청하는보금자리론으로한국주택금융공사와은행간업무협약에의해대출취급후공사로양도하는대출상품
대출_200,메디칼론(MedicalLoan),의료직종사자에대한신용대출상품,"의사,약사,한의사,한약사,치과의사,봉직의,공중보건의,군의관,레지던트,인턴등의료인",의료직종사자에대한신용대출상품
대출_201,공무원신용우대대출,당행과공무원연금공단간의「공무원가계자금융자알선협약서」에근거하여지원되는가계신용대출상품,1)공무원연금법을적용받는현재재직중인공무원으로공무원연금공단이발급한「금융기관알선대출융자추천서」(인터넷발급분포함)를받은경우2)연금수급자(공단에서발급한퇴직연금급여사실확인서또는공무원연금지급사실확인서로확인)로당행에서연금을수령하고있는경우,당행과공무원연금공단간의「공무원가계자금융자알선협약서」에근거하여지원되는가계신용대출상품
대출_202,희망플러스신용대출,코로나19피해를입은소상공인의유동성지원및금융비용부담을완화하기위한기업여신상품,다음모두에해당하는자가.현재사업자등록후가동(영업)중인개인기업나.대표자개인신용평점이920점이상(NICE평가정보개인신용평점)다.정부의「소상공인방역지원금」또는소상공인손실보전금수령기업,코로나19피해를입은소상공인의유동성지원및금융비용부담을완화하기위한기업여신상품
대출_203,징검다리론,4대서민금융상품을성실상환한저신용자들이자금지원의공백이없도록은행권공동으로출시한서민정책금융상품,"신청일현재4대서민금융상품을전액상환한자또는성실히상환한자로서,CB평점상위80%에해당하고신청일현재연체가없는자4대서민금융상품(새희망홀씨,햇살론,미소금융,바꿔드림론)성실히상환한자:2년이상대출금액의75%이상상환한자NCB,KCB상위80%에해당하는자(동시충족조건)",4대서민금융상품을성실상환한저신용자들이자금지원의공백이없도록은행권공동으로출시한서민정책금융상품
대출_204,BNK오토론,신규자동차구입예정인개인(개인사업자포함)에게서울보증보험증권을담보로차량구입대금을지원하고대출금은분할상환하는자동차전용대출상품,서울보증보험보험증권발급을조건으로아래의내용을모두충족하는개인(개인사업자포함)을대상①자동차판매회사(자동차판매대리점포함)와신규자동차구매목적으로자동차매매계약을체결한자②서울보증보험에정한기준을충족하는자,신규자동차구입예정인개인(개인사업자포함)에게서울보증보험증권을담보로차량구입대금을지원하고대출금은분할상환하는자동차전용대출상품
대출_205,집집마다도움대출II(월상환액고정형),대출취급시점에원리금균등분할상환방식에따라결정된1회차월상환액이10년간유지되는변동금리대출,가계자금대출로담보물이주택인경우(주거용오피스텔불가),대출취급시점에원리금균등분할상환방식에따라결정된1회차월상환액이10년간유지되는변동금리대출
대출_206,공무원신용대출,정부관련기관등에재직중인자를위한가계신용대출상품,"다음기관에재직중인정규직(합격증을소지한예비공무원포함),무기계약직(공무직포함)을대상으로한다.가.공무원나.정부관련기관(정부투자기관,정부산하기관)다.지방자치단체산하기관,관련기관라.지방자치단체장마.의회의원및선출직공무원",정부관련기관등에재직중인자를위한가계신용대출상품
대출_207,경상남도청년전세자금,경상남도청년들의주거비부담경감과안정적주거생활지원을위한주택금융공사100%보증서를담보로하는전세자금대출,"대출대상자는다음요건을모두충족하여야한다.1)경상남도에서추천한만19세~만34세이하인민법상성년2)경상남도소재주택으로임차보증금1억원이하인임대차계약을체결한경우3)임차보증금의5%이상을지급한무주택세대주4)본인과배우자(결혼예정자포함)가규제대상아파트를취득하지않을것5)보증대상목적물이노인복지주택인경우노인복지법에서정하는입소자일것6)다음의어느하나에해당하는경우①대학(원)생,취업준비생:부모연소득7천만원이하이고,부부합산연소득6천만원이하②사회초년생(취업후5년미만인자):본인연소득45백만원이하이고,부부합산연소득6천만원이하인경우③소득이없음이입증되는경우",경상남도청년들의주거비부담경감과안정적주거생활지원을위한주택금융공사100%보증서를담보로하는전세자금대출
대출_208,(주택금융공사)정책서민금융이용자전세특례보증대출,서민?취약계층주거안정을위한정책서민금융이용자전세특례보증상품(주택금융공사보증),"정책서민금융상품*을연체없이9회**이상상환하거나3년이내상환완료한자로서다음의①~④을모두충족하는자①대한민국국민(외국법에따라외국에영주할수있는권리를가진사람제외)②임차보증금7억원(지방5억원)이하인임대차계약을체결하고임차보증금의5%이상지급한세대주③본인연소득45백만원이하④본인과배우자합산주택보유수가1주택이내*햇살론,미소금융,새희망홀씨,바꿔드림론등서민금융진흥원이총괄하는서민금융상품**최초원리금납입회차시부터기산",서민?취약계층주거안정을위한정책서민금융이용자전세특례보증상품(주택금융공사보증)
대출_209,고금리대환대출,"신청일현재당행햇살론17및제2금융권이하대부업포함의고금리대출을이용,6개월이상성실상환한중?저신용자에대한대환자금대출상품","가.3개월이상재직(사업영위)중인근로소득자,개인사업자및연금을1회이상수령한연금소득자나.상기’가’의조건에해당하는자로서당행햇살론17,제2금융권이하(대부업포함)의대출을6개월이상성실상환한차주","신청일현재당행햇살론17및제2금융권이하대부업포함의고금리대출을이용,6개월이상성실상환한중?저신용자에대한대환자금대출상품"
대출_210,프로맨예스론(YesLoan),전문직직군(의?약사제외)에종사하는개인및개인사업자에대한신용대출,"전문직자격증을보유한개인사업자(개업예정자포함)또는급여소득자로한다1)법조계:판사,검사,변호사,군법무관2)교육계:국내소재4년제대학(또는2년제대학)교수로서전임강사이상인자3)기타전문직:공인회계사,세무사,관세사,감정평가사,법무사,공인노무사,기술사,기능장,도선사,수의사,건축사,손해사정사,변리사",전문직직군(의?약사제외)에종사하는개인및개인사업자에대한신용대출
대출_211,교직원신용대출,학교초?중?고?대학교및부설유치원포함에재직중인교직원합격증을소지한예비교사포함대상가계대출상품,"1)학교에재직중인정규직(합격증을소지한예비교사포함),무기계약직(공무직포함).단,기간제는취급불가2)사학연금을납부중인자",학교초?중?고?대학교및부설유치원포함에재직중인교직원합격증을소지한예비교사포함대상가계대출상품
대출_212,햇살론뱅크,정책서민금융상품을이용한고객이제도권금융에안착할수있도록징검다리역할을수행하는서민금융진흥원보증부정책서민금융상품,"대한민국국민이며민법상성년으로「서민금융진흥원」의신용보증서발급이가능한자로다음각항목에해당하는자(가,나,다모두충족)가.소득·신용요건(1)연소득35백만원이하:개인신용평점무관(2)연소득45백만원이하:개인신용평점하위100분의20에해당하는자개인신용평점:KCB,NICE중하위누적구성비가높은CB사의개인신용평점기준나.정책서민금융성실상환:정책서민금융상품을6개월이상성실하게상환한이용자(현재정상이용중이거나,최근3년이내정상완제자)미소금융,근로자햇살론,사업자햇살론,햇살론유스,햇살론15,햇살론17,바꿔드림론,안전망대출,안정망대출II,새희망홀씨다.부채·신용도개선:부채또는신용도가보증신청일기준1년전대비개선(1)부채개선:보증신청일기준1년전대비신청자가보유한전체부채잔액이감소(2)신용도개선:보증신청일기준1년전대비KCB또는NICE가평가한CB평점이상승",정책서민금융상품을이용한고객이제도권금융에안착할수있도록징검다리역할을수행하는서민금융진흥원보증부정책서민금융상품
대출_213,사장님도움대출(담보),부동산을전액담보또는일부신용담보로취득하여지원하는기업여신상품,①부동산을전액담보로제공하는경우(일부신용취급은상가를담보제공하는경우에한함)②준공검사를득한상가의잔금지급을목적으로후취담보취득하여취급후3개월이내에정규담보취득이가능한경우③법인은부동산임대업(6811X)을영위하는경우만가능,부동산을전액담보또는일부신용담보로취득하여지원하는기업여신상품
대출_214,징검다리전세자금대출,"저소득서민가계의주거비경감및주거안정지원을위한특별보증으로,신용도가취약하거나전세가격상승에따른전세자금이부족하여제2금융권의고금리대출을이용하고있는연소득7천만원이하의서민을위하여주택금융공사가신용보증을통하여제1금융권(은행)의저금리대출로전환할수있도록해주는상품",부부합산연소득70백만원이하의전세거주자로서2021.12.31까지취급된제2금융권전세자금대출을정상이용중인세대주,"저소득서민가계의주거비경감및주거안정지원을위한특별보증으로,신용도가취약하거나전세가격상승에따른전세자금이부족하여제2금융권의고금리대출을이용하고있는연소득7천만원이하의서민을위하여주택금융공사가신용보증을통하여제1금융권(은행)의저금리대출로전환할수있도록해주는상품"
대출_215,햇살론15,최저신용자를국민행복기금신용보증을통해제도권금융으로포용하기위한정책서민금융상품,"직업및소득이있으며,「국민행복기금」의신용보증서발급이가능한자로다음각1에해당하는자로한다.가.연소득35백만원이하인자:개인신용평점무관나.연소득45백만원이하인자:개인신용평점이하위20%해당※개인신용평점은신용정보업자의전용통신망을통해기금에서확인하여통보",최저신용자를국민행복기금신용보증을통해제도권금융으로포용하기위한정책서민금융상품
대출_216,우량업체임직원대출,BNK경남은행이우량업체임직원대출대상업체로선정한업체에재직중인근로자를위한대출상품,"BNK경남은행에서선정한우량업체에근무하는급여생활자로서,연소득25백만원이상이며,3개월이상재직중인정규직또는무기계약직",BNK경남은행이우량업체임직원대출대상업체로선정한업체에재직중인근로자를위한대출상품
대출_217,펀드담보대출,펀드상품을담보로취급하는상품,만20세이상으로당행에펀드상품거래중인개인,펀드상품을담보로취급하는상품
대출_218,플러스예금담보대출,당행예?적금을담보로신속하게취급하는대출상품,당행예?적금거래중인개인(개인사업자포함),당행예?적금을담보로신속하게취급하는대출상품
대출_219,부동산웰스론WealthLoan,개인또는개인사업자를대상으로하는부동산담보대출(「주택법」제2조제1호에서정하는주택제외),부동산(「주택법」제2조제1호에서정하는주택제외)을전액담보로제공하는개인및개인사업자,개인또는개인사업자를대상으로하는부동산담보대출(「주택법」제2조제1호에서정하는주택제외)
대출_220,토지분양자금대출,토지분양자금에금융지원하는대출상품,정부및공공기관이분양하는토지에대하여분양계약금을납부하고추천서를발급받은자,토지분양자금에금융지원하는대출상품
대출_221,내공장StartLoan,법원경매와공매기관의공매를통하여부동산을취득시또는공장을구입하고자하는기업에지원하는대출,법원경매와공매기관의공매를통하여부동산을취득시또는공장을구입하고자하는기업에지원하는대출,법원경매와공매기관의공매를통하여부동산을취득시또는공장을구입하고자하는기업에지원하는대출
대출_222,우리지역氣-up서포트론,경남은행과경남신용보증재단및울산신용보증재단의특별출연업무협약에따라영세소기업ㆍ소상공인및코로나19로인해경영애로를겪는소기업ㆍ소상공인에게긴급자금을지원하는지역신용보증재단보증서담보기업여신상품,신용보증신청접수일현재사업자등록후가동(영업)중으로서지역보증재단의신용보증서를발급받은소기업?소상공인①영세소기업ㆍ소상공인:CB평점구간7구간이상의소기업ㆍ소상공인등금융소외계층②코로나19피해소기업ㆍ소상공인:CB평점구간8구간이상의소기업ㆍ소상공인중코로나19로인해피해를입은경우※보증가능여부는재단에서확인가능함.※CB평점구간:재단에서보유하고있는NICECB사의평점구간※금융기관신용관리관리대상자등여신부적격자에대하여대출이제한될수있음.,경남은행과경남신용보증재단및울산신용보증재단의특별출연업무협약에따라영세소기업ㆍ소상공인및코로나19로인해경영애로를겪는소기업ㆍ소상공인에게긴급자금을지원하는지역신용보증재단보증서담보기업여신상품
대출_223,홀인원대출,골프회원권을담보로지원하는대출상품,골프회원군신규구입및기보유골프회원권을담보로대출받고자하는자,골프회원권을담보로지원하는대출상품
대출_224,주택연금대출,"소득이부족한만55세이상고령자들이안정된노후생활을위해한국주택금융공사에소유주택을담보제공하면공사는은행에주택담보노후연금보증서를발급하고,은행은보증서를담보로하여종신또는일정기간동안매월연금방식으로대출금을분할하여지급하는상품","-주택소유자또는배우자가만55세이상이며공사로부터보증서를발급받은자가.일반및주택담보대출상환용주택연금:부부기준공시가격등9억원이하1주택소유자또는보유주택공시가격등의합계가9억원이하인다주택자또는1주택처분조건2주택자주1)담보주택은공시가격등9억원이하의1주택만가능주2)보유주택수는일반주택,노인복지주택및주택연금가입주거목적오피스텔을포함하여산정하고,보유주택의공시가격등의합계가9억원이하인경우주택연금가입허용나.우대형주택연금:공시가격등2억원이하이고1주택보유자만신청가능","소득이부족한만55세이상고령자들이안정된노후생활을위해한국주택금융공사에소유주택을담보제공하면공사는은행에주택담보노후연금보증서를발급하고,은행은보증서를담보로하여종신또는일정기간동안매월연금방식으로대출금을분할하여지급하는상품"
대출_225,SOHO파트너론,지역신용보증재단보증서담보로소기업ㆍ소상공인에대한운영자금을지원하는기업여신상품,"지역보증재단보증서발급이가능한소기업ㆍ소상공인①제조업,건설업,운송업,광업:상시종업원수10인미만업체②도?소매업등각종서비스업:상시종업원수5인미만업체※금융기관신용관리대상자등여신부적격자에대하여대출이제한될수있음",지역신용보증재단보증서담보로소기업ㆍ소상공인에대한운영자금을지원하는기업여신상품
대출_226,주택금융공사무주택청년특례전세대환자금대출,청년의주거비부담을경감하기위한청년전용전?월세자금대출,보증신청일기준민법상성년으로만34세이하인무주택자(세부내용아래참조),청년의주거비부담을경감하기위한청년전용전?월세자금대출
대출_227,가맹점우대대출,카드가맹점사업자에대한운영자금을지원하는기업여신상품,신용평점시스템(CSS)대상자로서카드가맹점매출대금입금계좌를당행계좌로설정한개인사업자,카드가맹점사업자에대한운영자금을지원하는기업여신상품
대출_228,BNK경남사잇돌중금리대출,소득증빙이가능한개인또는개인사업자를위한중금리대출로서울보증보험보증서를담보로취득하는가계대출상품,"서울보증보험보험증권발급이가능한개인으로서다음에해당하는경우(1)급여소득자:現직장재직기간3개월이상재직중이고,연소득15백만원이상인경우(2)사업소득자:사업영위기간6개월이상이고,연소득10백만원이상인경우(3)연금소득자:연금수령1회이상이고,연소득10백만원이상인경우",소득증빙이가능한개인또는개인사업자를위한중금리대출로서울보증보험보증서를담보로취득하는가계대출상품
대출_229,BNK베스트드라이버론,개인택시사업자에게경영안정자금을지원하기위해서울보증보험담보를취득하여지원하는대출상품,자기차량을보유한개인택시사업자(개인택시운송면허및운전면허소지자)로서다음을모두충족하는경우1)서울보증보험의개인금융신용보험증권발급이가능한경우2)KCB개인신용평점655점이상인경우,개인택시사업자에게경영안정자금을지원하기위해서울보증보험담보를취득하여지원하는대출상품
대출_230,보육愛대출,개인이운영하는민간ㆍ가정어린이집에대한운영자금을지원하는기업여신상품,"다음을모두충족하는영유아보육법에의해설립된민간ㆍ가정어린이집①울산광역시소재보육영유아수5인이상인어린이집②대표자CB평점구간이(NCB,KCB구간중하위구간)1~8구간인어린이집",개인이운영하는민간ㆍ가정어린이집에대한운영자금을지원하는기업여신상품
대출_231,고정금리전세자금대출(주택금융공사),최초약정일부터만기일까지고정금리가적용되는것이최초약정일에확정되어추가대출금리상승위험을완화할수있는주택금융공사100보증서를담보로하는전세자금대출,대출대상자는다음의요건을모두충족하여야한다(1)임차보증금7억원이하(지방소재가구는5억원이하)인임대차계약을체결한자(2)임차보증금의5%이상지급한세대주(3)보증대상목적물이노인복지주택인경우노인복지법에서정하는입소자일것(4)신청일기준고정금리전세자금대출주1)을신청한무주택자주2)주1)최초약정일부터만기일까지고정금리가적용되는것이최초약정일에확정된전세자금대출주2)무주택여부는피보증인및배우자(배우자예정자포함)를기준으로판단,최초약정일부터만기일까지고정금리가적용되는것이최초약정일에확정되어추가대출금리상승위험을완화할수있는주택금융공사100보증서를담보로하는전세자금대출
대출_232,지역신용보증재단브릿지보증금융지원특례보증대출,코로나19에서기안한경기침체로인해폐업한자의기업자금에대한보증을가계자금으로대환함으로써기일도래시전액상환하여야하는부담경감목적,기존지역신용보증재단의신용보증서이용중인폐업차주로서‘브릿지보증금융지원업무협약에의한구보증서회수조건보증서’를발급받은자※금융기관신용관리대상자등여신부적격자에대하여대출이제한될수있음,코로나19에서기안한경기침체로인해폐업한자의기업자금에대한보증을가계자금으로대환함으로써기일도래시전액상환하여야하는부담경감목적
대출_233,사잇돌대출,고금리로 어려움을 겪는 중신용 고객의 금리부담을 덜어드리는 중금리 신용대출 상품입니다.,"급여소득 고객現직장 재직기간 6개월 이상연소득 20백만원 이상인 자,사업소득 고객사업영위기간 1년 이상연소득 12백만원 이상인 자,연금소득 고객*연금수령 1회 이상연소득 12백만원 이상인 자,기타소득 고객**해당업종 1년이상 종사자연소득 12백만원 이상인 자,",고금리로 어려움을 겪는 중신용 고객의 금리부담을 덜어드리는 중금리 신용대출 상품입니다.
대출_234,체크플러스론,잔고가 없어도 최대 2천만원까지 결재가 가능한 마이너스통장과 체크카드가 결합된 신용대출 상품입니다.,,잔고가 없어도 최대 2천만원까지 결재가 가능한 마이너스통장과 체크카드가 결합된 신용대출 상품입니다.
대출_235,MG기분UP대출,중위 신용등급 고객 중 금고실적이 우수하거나 재무건전성이 양호한 개인고객을 대상으로 하는 중금리 신용대출 상품입니다.,,중위 신용등급 고객 중 금고실적이 우수하거나 재무건전성이 양호한 개인고객을 대상으로 하는 중금리 신용대출 상품입니다.
대출_236,사장님드림UP대출,"신용등급 및 사업기간, 매출액, 업장 소유 등으로 선별한 우량 자영업자에게 추가한도를 제공하는 자영업고객 전용 신용대출 상품입니다.",,"신용등급 및 사업기간, 매출액, 업장 소유 등으로 선별한 우량 자영업자에게 추가한도를 제공하는 자영업고객 전용 신용대출 상품입니다."
대출_237,전문직UP대출,전문직 종사자를 위해 특화된 신용대출 상품입니다.,,전문직 종사자를 위해 특화된 신용대출 상품입니다.
대출_238,스피드마이너스대출,신용카드현금서비스보다 훨씬 저렴한 이자비용으로 내맘대로 전국 어느곳이나 대출받고 돈이 생길 때마다 상환이 가능한 상품입니다.,,신용카드현금서비스보다 훨씬 저렴한 이자비용으로 내맘대로 전국 어느곳이나 대출받고 돈이 생길 때마다 상환이 가능한 상품입니다.
대출_239,새마을금고 모기지론,"내집마련의 꿈, 내집마련 모기지론으로 해결하세요. 회원의 자금계획이나 라이프사이클에 따라 대출기간, 상환방법, 상환주기를 자유롭게 선택할 수 있는 대출상품입니다.",,"내집마련의 꿈, 내집마련 모기지론으로 해결하세요. 회원의 자금계획이나 라이프사이클에 따라 대출기간, 상환방법, 상환주기를 자유롭게 선택할 수 있는 대출상품입니다."
대출_240,신용대출,개인신용평가시스템(Credit Scoring System)에 의한 평가 후 회원님의 CSS등급에 따라 최고 5천만원까지 담보나 보증없이 신용으로 대출해 드리는 무보증 신용대출상품입니다.,,개인신용평가시스템(Credit Scoring System)에 의한 평가 후 회원님의 CSS등급에 따라 최고 5천만원까지 담보나 보증없이 신용으로 대출해 드리는 무보증 신용대출상품입니다.
대출_241,주택구입자금대출,"주택의 구입, 신축, 증축, 개량에 따른 필요한 자금을 대출 받을 수 있는 상품, 다만 신축(미완성)중인 경우 선대출 후 완공 후에는 담보제공 할 수도 있는 편리한 대출상품입니다.",,"주택의 구입, 신축, 증축, 개량에 따른 필요한 자금을 대출 받을 수 있는 상품, 다만 신축(미완성)중인 경우 선대출 후 완공 후에는 담보제공 할 수도 있는 편리한 대출상품입니다."
대출_242,인터넷범위내대출,"인터넷뱅킹 가입고객이면 누구나 가능하며, 예ㆍ적금 중도해지없이 즉시 대출이 가능한 상품으로 대출 받고자 하는 예ㆍ적금계좌를 사전 등록해야 가능합니다.",,"인터넷뱅킹 가입고객이면 누구나 가능하며, 예ㆍ적금 중도해지없이 즉시 대출이 가능한 상품으로 대출 받고자 하는 예ㆍ적금계좌를 사전 등록해야 가능합니다."
대출_243,학자금 대출,"학자금대출이 필요한 대학생, 대학원생 누구에게나 저렴한 금리로 등록금을 마련하여 학업에 전념할 수 있도록 지원하는 대출상품입니다.",,"학자금대출이 필요한 대학생, 대학원생 누구에게나 저렴한 금리로 등록금을 마련하여 학업에 전념할 수 있도록 지원하는 대출상품입니다."
대출_244,일일상환대출,대출을 목돈으로 받고 매일 조금씩 원리금을 갚아 나가시는 대출상품입니다.,,대출을 목돈으로 받고 매일 조금씩 원리금을 갚아 나가시는 대출상품입니다.
대출_245,Plus 연계 대출,개별 금고의 동일인 대출한도 초과시 중앙회와의 연계를 통해 중앙회로부터 추가로 대출을 받을 수 있는 상품입니다.,,개별 금고의 동일인 대출한도 초과시 중앙회와의 연계를 통해 중앙회로부터 추가로 대출을 받을 수 있는 상품입니다.
대출_246,햇살론,대부업 등에서 30~40%대 고금리를 부담해야 하는 저신용·저소득 서민에게 8%대의 저금리로 대출해드리는 서민대출공동브랜드입니다.,,대부업 등에서 30~40%대 고금리를 부담해야 하는 저신용·저소득 서민에게 8%대의 저금리로 대출해드리는 서민대출공동브랜드입니다.
대출_247,착한가격업소우대대출,착한가격업소(종전 물가안정모범업소) 자영업자에 대한 우대대출로 새희망을 드리는 상품입니다.※ 착한가격업소(종전 물가안정모범업소)란 ?인건비 · 재료비 등이 지속적으로 상승하고 있는 상황에도 원가절감 등 경영효율화 노력을 통해저렴한 가격으로 서비스를 제공하고 있는 업소 가운데 안전행정부 기준에 의거 지방자치단체장이 지정한 업소입니다.,,착한가격업소(종전 물가안정모범업소) 자영업자에 대한 우대대출로 새희망을 드리는 상품입니다.※ 착한가격업소(종전 물가안정모범업소)란 ?인건비 · 재료비 등이 지속적으로 상승하고 있는 상황에도 원가절감 등 경영효율화 노력을 통해저렴한 가격으로 서비스를 제공하고 있는 업소 가운데 안전행정부 기준에 의거 지방자치단체장이 지정한 업소입니다.
대출_248,중앙회 일반인 대출,중앙회에서 일반인을 대상으로 하여 제공하는 대출상품입니다.,,중앙회에서 일반인을 대상으로 하여 제공하는 대출상품입니다.
대출_249,중앙회 임직원신용대출,중앙회에서 새마을금고(중앙회) 임직원을 대상으로 하여 제공하는 대출상품입니다.,,중앙회에서 새마을금고(중앙회) 임직원을 대상으로 하여 제공하는 대출상품입니다.
대출_250,예적금담보대출,예적금 중도해지 없이 대출 가능한 상품필요할 때 대출받고 여유있을 때 자유롭게 상환예적금 중도해지 없이 대출 가능한 상품,만 19세 이상의 한국씨티은행에 예적금 및 신탁상품이 있는 개인고객(단 외국인의 경우는 제외) 인터넷으로 예적금담보대출 신청시 대출 신청전에 공인인증서 발급/대출관련 메일링서비스에 가입하셔야만 대출신청이 가능합니다. 고객센터(이뱅크론) 신청시 대출 신청전에 영업점에서 이뱅크론 서비스에 가입하셔야만 대출신청이 가능합니다.,예적금 중도해지 없이 대출 가능한 상품
대출_251,DGB 장기모기지론,주택을 담보로 제공하고 가계자금대출을 받고자 하는 고객을 대상으로 하는 주택담보대출,본인 배우자 또는 직계가족명의의 주택을 담보로 제공하는 개인주택(복합용도의 건물인 경우에는 주거전용면적이 건물전용면적의 1/2이상이어야 합니다) ※ 금융기관 신용관리대상자 등 여신부적격자에 대하여 대출이 제한될 수 있습니다.,본인 배우자 또는 직계가족명의의 주택을 담보로 제공하고 가계자금대출을 받고자 하는 고객을 대상으로 최장 50년까지 대출 가능한 상품
대출_252,DGB HYBRID 모기지론,주택을 담보로 제공하고 가계자금대출을 받고자 하는 고객을 대상으로 하는 주택담보대출,본인 배우자 또는 직계가족명의의 주택을 담보로 제공하는 개인주택(복합용도의 건물인 경우에는 주거전용면적이 건물전용면적의 1/2이상이어야 합니다) ※ 금융기관 신용관리대상자 등 여신부적격자에 대하여 대출이 제한될 수 있습니다.,주택을 담보로 제공하고 가계자금대출을 받고자 하는 고객을 대상으로 일정기간 고정금리 및 잔여기간 변동금리를 혼합하여 최장 50년까지 대출 가능한 상품
대출_253,자동예금담보대출,본인 명의의 거치식 및 적립식 예적금을 담보로 제공하여 통장대출방식으로 대출을 받을 수 있는 상품,본인 명의의 예적금을 담보로 제공하는 개인 ※ 금융기관 신용관리대상자 등 여신부적격자에 대하여 대출이 제한될 수 있습니다.,본인 명의의 거치식 및 적립식 예·적금을 담보로 제공하여 중도해지에 따른 불이익 없이 마이너스통장대출을 받을 수 있는 상품(적립식 적금은 불입금액 증가에 따른 자동변액한도 지정 가능)
대출_254,예금담보대출,영업점 방문없이 IM뱅크(앱)을 통해 대출 가능한 전세대출 상품,아파트에 전세 입주 시 전세자금이 필요한 고객 또는 전세입주 후 생활자금이 필요한 개인고객 ※ 금융기관 신용관리대상자 등 여신부적격자에 대하여 대출이 제한될 수 있습니다,본인 또는 제3자 명의의 거치식 및 적립식 예·적금 또는 금전신탁을 담보로 제공하여 중도해지에 따른 불이익 없이 즉시 대출받을 수 있는 상품
대출_255,DGB PLUS 오토론(중고차),자동차를 중고로 구입하고자하는 고객을 대상으로 하는 상품,자동차를 신규로 구입하고자 하는 개인으로 다음의 조건을 모두 충족하는 경우 ① 만 19세 이상으로 직업이 있고 소득증빙이 가능한 개인 ② 운전면허증을 보유한 개인 ③ 자동차판매회사(판매대리점 포함)와 신차 구매목적으로 매매계약을 체결한 개인 ④ 서울보증보험 보증서 발급이 가능한 개인 ⑤ 당행에서 정한 “여신의 부적격자”에 해당되지 않는 자,중고자동차 구입자금을 지원하는 대출
대출_256,DGB PLUS 오토론(신차),자동차를 신규로 구입하고자하는 고객을 대상으로 하는 상품,자동차를 신규로 구입하고자 하는 개인으로 다음의 조건을 모두 충족하는 경우 ① 만 19세 이상으로 직업이 있고 소득증빙이 가능한 개인 ② 운전면허증을 보유한 개인 ③ 자동차판매회사(판매대리점 포함)와 신차 구매목적으로 매매계약을 체결한 개인 ④ 서울보증보험 보증서 발급이 가능한 개인,자동차를 신규로 구입하시는 경우 별도의 취급수수료나 자동차에 대한 근저당권 설정 없이 대출을 받으실 수 있는 상품
대출_257,무방문 전세자금대출(서울보증보험),영업점 방문없이 IM뱅크(앱)을 통해 대출 가능한 전세대출 상품,아파트에 전세 입주 시 전세자금이 필요한 고객 또는 전세입주 후 생활자금이 필요한 개인고객 ※ 금융기관 신용관리대상자 등 여신부적격자에 대하여 대출이 제한될 수 있습니다,영업점 방문없는 전세자금대출
대출_258,DGB쓰담쓰담 간편대출(일반분할),은행 방문 없이 모바일로 즉시 신청 및 실행이 가능한 소액 전용 신용대출 (본 상품은 신용대출 상품으로 담보 또는 보증이 필요하지 않음),직업에 관계없이 만 20세 이상인 대한민국 국민,비상금이 필요할 때
대출_259,IM직장인 간편신용대출,직장인이 영업점 방문 없이 iM뱅크를 통해 신청 즉시 결과조회 및 대출을 받을 수 있는 자동심사 신용대출 상품 본 상품은 신용대출 상품으로 담보 또는 보증이 필요하지 않음,다음 각 호의 요건을 모두 충족하는 개인고객 ① 대한민국 국민으로서 국내에 거주하고 있는 민법상 성인② 현 직장에서 6개월 이상 재직중인 근로소득자③ 건강보험(직장가입자) 가입자로서 6개월 이상 보험료 납입이 확인되는 자④ 국세청 소득금액증명으로 소득이 확인되는 자(일부 예외) ※ 제외대상 : 미성년자 재외국민 외국인 해외체류자 등,직장인을 위한 신용대출
대출_260,중소기업운전자금대출(파트너스론 - (구)데일리론),"국내 온라인쇼핑몰의 파트너(판매회원)가 복수(21.5.17일 현재 6곳)의 온라인쇼핑몰에서 물품 판매 시 결제예정대금을 먼저 지급받고, 은행이 정산금을 받아 자동으로 대출금을 상환하는 선정산서비스 상품","연 매출액 500억 이하로 사업자 등록일로부터 1년 이상(최근 2년 이내 ‘최초 매출 발생일’이 대출신청 시점으로부터 6개월 이상 경과)인 쇼핑몰 제휴 업체이 중 당행 심사기준 (KCB SOHO 점수 557점 이상 등)을 충족하는 법인 및 개인사업자(단, 최근 2개월 내 매출정보가 없거나 매출 취소율 20% 초과시 대출신청 불가)","국내 온라인쇼핑몰의 파트너(판매회원)가 복수(21.5.17일 현재 6곳)의 온라인쇼핑몰에서 물품 판매 시 결제예정대금을 먼저 지급받고, 은행이 정산금을 받아 자동으로 대출금을 상환하는 선정산서비스 상품"
