보증_고유키,금융회사코드,금융회사명,상품종류,상품유형,금융상품코드,금융상품명,가입방법,이자지급방법,예금자보호,세제혜택,만기후이자율,우대조건,가입제한,가입대상,기타 유의사항,최고한도,저축기간,저축금리,최고금리,최고 우대금리,가입금액,기준일자,심의필일자,적재일자,상품설명,중도해지금리,상품판매기간
보증_780,011,농협은행,,자유입출금,,알짜배기저축예금(MMDA),,,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,개인 기본계좌 : 보통예금,,,1일 이상,,0.30,,5백만원 이상 최초 통장개설시 입금액은 5백만원 이상이어야 하나 통장개설후 인출이나 추가입금에는 제한이 없습니다.,,준법감시인 심의필번호2023-5328 (심의일 : 2023.12.20.),20240104.0,단기여유자금을 예치하고자 하는 개인고객을 위한 상품,,
보증_781,011,농협은행,예금,,10000752,NH1418우대통장,,"매일 이자를 계산하여 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 계산하여 다음날 지급 ※ 예금의 이자는 최종거래일로부터 5년이 경과한 날부터는 이자에 원금을 더하지 않고, 계좌해지 또는 추가 입출금 거래 발생일에 일괄 계산하여 지급할 수 있습니다.","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세종합저축 가능(전 금융기관 통합한도 범위 내)※ 관련세법이 개정될 경우 세율 또는 한도가 변경되거나 세금이 부과될 수 있음※ 만기 후 발생되는 이자는 과세됨(계약기간의 연장으로 인한 이자발생분도 만기 후 이자로 과세됨에 유의)※ 가입대상과 한도 등 자세한 사항은 비과세종합저축 특별약관 참고,,,,만14세 ~ 만18세 개인 (1인1계좌),이 예금은 가입 후 만 19세 연령 도달 후 상품이 자동전환 됩니다.상품 내용 및 부가 서비스에 대한 변경이나 중단 시에는 시행한달 전 인터넷 홈페이지와 영업점에 게시?공시합니다.,,,,0.10,,,,준법감시인 심의필번호2022-4543(심의일 : 2022.09.29.),20240104.0,청소년고객에게 다양한 서비스 혜택과 금융거래 경험을 제공하는 상품,,
보증_782,011,농협은행,예금,자유입출금,10000752,사업잘되는NH통장,가입 : 스마트뱅킹에서 가입 가능해지 : 영업점/인터넷뱅킹/스마트뱅킹에서 해지 가능,"매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 지급(매일 최종잔액에 대하여 금리를 적용하여 계산)","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세종합저축 가능 (전 금융기관 통합한도 범위 내),,,,"개인사업자 (사업자번호별 1계좌, 공동대표 가입불가)",이 예금은 비대면 전용상품으로 통장(전자통장 포함) 발급 불가(거래장 발급가능)농협은행에 기등록된 사업자고객정보에 창립일 정보가 없는 경우 스마트뱅킹 가입 시 개설 불가(* 창립일 미등록 고객은 농협은행 영업점에 방문하여 창립일 등록 후 비대면 개설 가능),,제한없음,,0.10,,제한없음,,준법감시인 심의필번호2022-5155 (심의일 : 2022.03.21.),20240104.0,서류없이 바로 가입하는 개인사업자 전용통장,,
보증_783,011,농협은행,예금,,10000752,NH철/구리/금 사업자전용계좌,영업점에서 해지 가능 ※ 사업자가 폐업할 때 기존 철·구리 스크랩 또는 금 관련 전용계좌도 해지하는 것을 원칙으로 함.,"보통예금 - 매년 6월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금 기업자유예금 - 매년 3월, 6월, 9월 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,"개인사업자 또는 법인 ※ 다음 각 호의 어느 하나에 해당하는 물품(이하 ""철·구리 스크랩 또는 금 관련 제품 등""이라 한다)을 공급하거나 공급받으려는 사업자(법인 및 사업자등록증을 소지한 개인사업자) 또는 수입하려는 사업자(이하 ""철·구리 스크랩 또는 금 관련 사업자""라 한다)입니다.",,,,,0.10,,제한없음,,준법감시인 심의필번호2022-1674 (심의일 : 2022. 03. 11.),20240104.0,철˙구리/금 제품의 매매대금결제와 부가가치세 납부를 지원하는 계좌,,
보증_784,011,농협은행,예금,,10000752,NH착한어린이통장,"신규영업점에서 가능해지영업점, 인터넷/스마트뱅킹에서 가능","매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,만 13세 이하 개인(1인1계좌),"상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,0.10,,,,준법감시인 심의필번호2022-1650 (심의일 : 2022.03.11.),20240104.0,착한거래 및 금융거래 실적에 따라 금융수수료 면제,,
보증_785,011,농협은행,예금,,10000752,NH성공파트너통장,영업점에서 해지,"이 예금 이자는 다음 기준일(공휴일인 경우 직전 영업일)에 계산하여 원가일에 더함 * 보통예금 - 이자계산기준일 : 매년 6, 12월의 넷째 토요일 - 원가일 : 기준일 다음날 * 저축/기업자유/가계당좌예금 - 이자계산기준일 : 매년 3, 6, 9, 12월의 넷째 토요일 - 원가일 : 기준일 다음날","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,개인사업자,"이 예금은 농협은행에서 제공하는 채움프리미엄패키지 구성상품에서 제외됩니다. 이 예금의 예금종류가 보통예금, 저축예금, 기업자유예금일 경우 주류구매전용통장 기능을 추가할 수 있습니다.상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,0.10,,,,준법감시인 심의필번호2022-1651 (심의일 : 2022.03.11.),20240104.0,개인사업자를 위한 전용 특화상품,,
보증_786,011,농협은행,예금,,10000752,NH외국인우대통장,영업점에서 해지,"매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금(매일 최종잔액에 대하여 기본금리를 적용하여 계산)","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,외국인(1인 1계좌),"급여이체 실적은 “당행의 하나로가족고객 급여이체실적 인정기준”을 준용. 다만, 이 통장은 분기 최종월 누계 50만원 이상이 아닌 “월별 50만원 이상 급여 입금 시 우대조건 인정”합니다.당행의 채움샐러리맨우대통장, 채움공직자우대통장, (플러스)공직자우대통장, 샐러리맨특급통장과 중복하여 가입할 수 없습니다.상품내용 및 부가서비스에 대한 변경이나 중단 시에는 시행 한달전 인터넷 홈페이지와 영업점에 게시·공지 합니다.",,,,0.10,,한도제한이 없음,,준법감시인 심의필번호2022-1706 (심의일 : 2022. 03. 15.),20240104.0,외국인 우대 전용통장,,
보증_787,011,농협은행,예금,,10000752,채움샐러리맨우대통장,"영업점, 인터넷/스마트뱅킹에서 해지","이 예금 이자는 다음 기준일(공휴일인 경우 직전 영업일)에 계산하여 원가일에 더함 * 보통예금 - 이자계산기준일 : 매년 6, 12월의 넷째 토요일 - 원가일 : 기준일 다음날 * 저축예금 - 이자계산기준일 : 매년 3, 6, 9, 12월의 넷째 토요일 - 원가일 : 기준일 다음날","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,만 18세 이상 개인 (1인1계좌),"상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,0.10,,,,준법감시인 심의필번호2022-1665 (심의일 : 2022.03.11.),20240104.0,급여소득자에게 다양한 금융 혜택을 제공하는 입출식 통장,,
보증_788,011,농협은행,예금,,10000752,채움통장,"신규영업점에서 가능해지 영업점, 인터넷/스마트뱅킹에서 가능","매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,개인(1인 1계좌),"상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,0.10,,,,준법감시인 심의필번호2022-1649 (심의일: 2022.03.11.),20240104.0,연계상품과의 복합거래를 통한 우대서비스 제공,,
보증_789,011,농협은행,예금,,10000752,진짜사나이통장(저축예금),"영업점에서 가입 가능영업점, 인터넷/스마트뱅킹에서 해지 가능","매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금(매일 최종잔액에 대하여 기본금리를 적용하여 계산)","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,"군인(ROTC, 육·해·공군사관생도, 학사장교/여군사관/준사관/부사관 후보생, 훈련병 포함), 국가보훈대상자 중 전몰군인가족(국가유공자유족증 보유자), 상이군인 개인[1인 1계좌]","ㆍ급여이체는 농협은행에서 정한 급여이체 인정기준(하나로가족고객제도 급여이체실적 준용)을 충족할 경우에 한해 실적으로 인정됩니다.ㆍ전자금융수수료 면제 등의 혜택은 모계좌에서 출금되는 경우에 한해 적용되며, 예금관련 수수료 면제는 농협은행 취급분인 경우에만 적용됩니다.ㆍ상품내용 및 부가서비스에 대한 변경이나 중단 시에는 시행 한 달 전 인터넷 홈페이지와 영업점에 게시·공지 합니다.ㆍ상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,0.10,,한도제한이 없음,,준법감시인 심의필번호2022-1695 (심의일 : 2022. 03. 14.),20240104.0,군인 및 국가보훈 대상자를 위한 입출금 통장,,
보증_790,011,농협은행,,,,보통예금,,,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,제한없음,,,없음,,0.10,,제한없음,,준법감시인 심의필번호2023-5329 (심의일 : 2023.12.20.),20240104.0,소비자금 또는 유휴자금의 일시적 보관을 목적으로 개설하는 입출금이 자유로운 상품,,
보증_791,011,농협은행,예금,,10000752,하나로증권통장,영업점에서 해지 가능,"보통예금 -매년 6월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금 저축예금, 기업자유예금 -매년 3월, 6월, 9월 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,국민인 거주자,"증권거래와 관련된 자금의 결제 및 정산은 증권계좌를 통해 이루어지며, 증권거래에 대한 세부사항은 제휴 증권(선물)사에서 정한 방법에 따릅니다. 다른 상품에서 이 통장으로의 전환 및 이 통장에서 다른 상품으로의 전환은 불가합니다. 본 통장은 양도, 양수, 이ㆍ수관 및 명의변경이 불가합니다. 본 통장의 기본계좌 예금은 예금자보호법에 의해 보호되며, 증권거래를 위해 증권계좌로 이체된 자금은 보호대상에서 제외됩니다.상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,0.10,,제한없음,,준법감시인 심의필번호2022-1747 (심의일 : 2022.03.18.),20240104.0,농협은행 예금상품 가입과 동시에 개설하여 증권거래를 할 수 있는 입출식 통장,,
보증_792,011,농협은행,예금,,10000752,법사랑플러스통장,"영업접에서 가입 가능영업점, 인터넷/스마트뱅킹에서 해지 가능","이 예금 이자는 다음 기준일(공휴일인 경우 직전 영업일)에 계산하여 원가일에 더함(매일 최종잔액에 대하여 기본금리를 적용하여 계산) - 보통예금 : 매년 6, 12월의 넷째 토요일 - 저축예금 : 매년 3, 6, 9, 12월의 넷째 토요일","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,"개인, 법인","상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,제한없음,,0.00,,,,준법감시인 심의필번호2022-1647 (심의일 : 2022.03.11.),20240104.0,사회전반으로 법질서 실천 운동을 확대해 나가는 공익금융상품,,
보증_793,011,농협은행,예금,,10000752,NH취업이룸통장,"가입 : 영업점에서 가능해지 : 영업점, 인터넷/스마트뱅킹에서 가능","매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,「구직자취업촉진법」에서 정하는 구직촉진수당등 수급자,"이 예금은 해당 압류금지 수급금 외에는 입금이 불가하므로 인터넷뱅킹을 통한 예·적금 가입이 불가하며, 특정 거래의 입금계좌로 사용이 불가합니다.상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,,,최초 신규 시 “0”원 신규만 가능하며 예치잔액은 한도제한이 없음,,준법감시인 심의필번호2023-4372(심의일 : 2023. 9. 20.),20240104.0,구직촉진수당등 수급권자의 수급권을 보호하는 압류방지전용통장,,
보증_794,011,농협은행,예금,,10000752,NH사학연금 평생안심통장,"가입 : 영업점에서 가능해지 : 영업점, 인터넷/스마트뱅킹에서 가능","매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,「사립학교교직원연금법」에서 정하는 사학연금 수급자,"이 예금은 해당 압류금지 수급금 외에는 입금이 불가하므로 인터넷뱅킹을 통한 예·적금 가입이 불가하며, 특정 거래의 입금계좌로 사용이 불가합니다.상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,,,최초 신규 시 “0”원 신규만 가능하며 예치잔액은 한도제한이 없음,,준법감시인 심의필번호2023-4372(심의일 : 2023. 9. 20.),20240104.0,사학연금 수급권자의 수급권을 보호하는 압류방지전용통장,,
보증_795,011,농협은행,예금,,10000752,NH주택연금 지킴이 통장,"가입 : 영업점에서 가능해지 : 영업점, 인터넷/스마트뱅킹에서 가능","매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,「한국주택금융공사법」에서 정하는 주택연금 수급자,"이 예금은 해당 압류금지 수급금 외에는 입금이 불가하므로 인터넷뱅킹을 통한 예·적금 가입이 불가하며, 특정 거래의 입금계좌로 사용이 불가합니다.상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,,,최초 신규 시 “0”원 신규만 가능하며 예치잔액은 한도제한이 없음,,준법감시인 심의필번호2023-4372(심의일 : 2023. 9. 20.),20240104.0,주택연금 수급권자의 수급권을 보호하는 압류방지전용통장,,
보증_796,011,농협은행,예금,,10000752,NH임금채권 전용통장,"가입 : 영업점에서 가능해지 : 영업점,인터넷/스마트뱅킹에서 가능","매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,「임금채권보장법」에서 정하는 체당금(대지급금) 수급자,"이 예금은 해당 압류금지 수급금 외에는 입금이 불가하므로 인터넷뱅킹을 통한 예·적금 가입이 불가하며, 특정 거래의 입금계좌로 사용이 불가합니다.상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,,,최초 신규 시 “0”원 신규만 가능하며 예치잔액은 한도제한이 없음,,준법감시인 심의필번호2023-4372(심의일 : 2023. 9. 20.),20240104.0,체당금(대지급금) 수급권자의 수급권을 보호하는 압류방지전용통장,,
보증_797,011,농협은행,예금,,10000752,오~필승통장,영업점에서 가입/해지 가능,"① 보통예금 매년 6월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금 ② 저축예금 매년 3월, 6월, 9월 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,아래 요건 중 하나에 해당하는 고객 1. 공직선거 입후보자(예비후보 포함) 2. 공직선거 입후보자(예비후보 포함)의 회계책임자(선임신고서 사본 등을 제출하 여 자격을 확인한 경우에 한함),-수수료 면제혜택은 이 통장에서 출금되어 발생하는 대체거래에 한해 적용됩니다.-거래내역 및 후원금입금자의 정보제공관련은 영업점이나 고객행복센터에 문의바랍니다.,,,,,,제한없음,,준법감시인 심의필번호2022-1627 (심의일 : 2022. 03. 10.),20240104.0,"공직선거 입후보자 선거비용의 수입, 지출을 종합적으로 관리하기 위한 수시입출식 예금",,
보증_798,011,농협은행,,자유적립식 적금,,NH농촌으로 적금,"가입: 영업점, 해지: 영업점, 인터넷/스마트뱅킹, 올원뱅크만기 자동해지서비스 이용가능",이 적금 만기 시 적용,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세종합저축 가능,,"최고 2.00p 우대조건 -->우대항목 우대조건 한도 귀농결심 우대 「귀농귀촌종합센터(www.returnfarm.com)」에서 회원가입 후 회원증을 발급 받아 만기 전까지 제시하는 경우 0.20 귀농준비 우대 이 적금 가입기간 중 「농업교육포털(www.agriedu.net)」회원가입 후, 농업관련 교육(10시간 이상)을 받고, 수료증 발급 받아 제시하는 경우 0.30 귀농축하 우대 이 적금 가입기간 중 농·축협(농업협동조합법 상 지역농업협동조합, 지역축산업협동조합, 품목조합)의 신규가입 조합원으로 조합원증명서 제시하는 경우 ※ 준조합원은 우대대상에 포함하지 않습니다. 1.50 계(최고한도) 2.00",,개인(1인 1계좌),,,1년제/2년제/3년제,,,2.00,매회 1만원 이상 매월 200만원 이내,,준법감시인 심의필번호2022-1625 (심의일 : 2022. 03. 11.),20240104.0,농촌 귀농 준비자금 마련을 위한 자유적립식 적금,,
보증_799,011,농협은행,적금,,10000751,NH아동수당 우대적금,영업점에서 가입 및 해지 가능,"월 저축금액을 매월 이 계약에서 정한 날짜에 입금하였을 때에는 입금건별로 입금일부터 해지일 전일까지 예치일수에 대하여 이자율로 계산하여 지급하고, 정한 날짜보다 빨리 혹은 늦게 입금하였을 때에는 적립식예금약관에서 정한대로 이자를 지급","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세종합저축 가능(전금융기관 통합한도 범위 내)※ 관련세법이 개정될 경우 세율 또는 한도가 변경되거나 세금이 부과될 수 있음※ 만기 후 발생되는 이자는 과세됨(계약기간의 연장으로 인한 이자발생분도 만기 후 이자로 과세됨에 유의)※ 가입대상과 한도 등 자세한 사항은 비과세종합저축 특별약관 참고,,"최고 : 3.5p※ 우대조건을 충족하는 경우 만기해지 시 적용조건내용 우대금리 가입기간 1년 : 아동수당을 3개월 이상 수령 시주1) 가입기간 2년/3년 : 아동수당을 이 적금 가입기간의 1/2이상의 기간 동안 수령 시주1) 1.5p 이 적금의 만기 전일까지 농협은행 주택청약종합 저축을 가입하고, 이 적금의 만기시점까지 보유 시주2) 0.5p 형제자매가 이 적금을 함께 가입 시 각각 우대주3) 0.5p 셋째 이상 아동 우대(셋째 아동, 넷째 아동 등)주4) 1.0p",,만 7세 미만 개인(1인 1계좌),아동수당 수령계좌가 변경된 경우 즉시 농협은행에 변경된 계좌번호를 제공하여 주시기 바랍니다.,,"1년, 2년, 3년",,,3.5,1천원 이상 10만원 이내의 일정한 금액으로 매월 약정한 일자에 적립,,준법감시인 심의필번호2022-1749 (심의일 : 2022.03.18.),20240104.0,아동수당 수령고객을 우대하는 적금상품,,
보증_800,011,농협은행,예금,,10000752,NH사장님우대통장,영업점에서 가능,"이 예금 이자는 다음의 이자계산기준일(공휴일인 경우 직전 영업일)에 계산하여 원가일에 더함 [이자계산기준일] -보통예금 : 매년 6, 12월의 넷째 토요일 -저축예금 : 매년 3, 6, 9, 12월의 넷째 토요일 -기업자유예금 : 매년 3, 6, 9, 12월의 넷째 토요일 [원가일] -보통예금 : 기준일 다음날 -저축예금 : 기준일 다음날 -기업자유예금 : 기준일 다음날","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,사업자등록증을 소지한 개인사업자,"상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,,,제한없음,,준법감시인 심의필번호2022-1652 (심의일 : 2022.03.11.),20240104.0,신용카드/현금카드/제로페이 가맹점통장 이용 시 우대혜택,,
보증_801,011,농협은행,예금,,10000752,NH산재보험급여 희망지킴이통장,"가입영업점에서 가능해지영업점, 인터넷/스마트뱅킹에서 가능","매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금(매일 최종잔액에 대하여 기본금리를 적용하여 계산)","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,,,,"「산재보험법」에서 정하는 산재보험급여 수급자(개인, 1인 1계좌)","이 예금은 해당 압류금지 수급금 외에는 입금이 불가하므로 인터넷뱅킹을 통한 예?적금 가입이 불가하며, 특정 거래의 입금계좌로 사용이 불가합니다.상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,,,,,최초 신규 시 “0”원 신규만 가능하며 예치잔액은 한도제한이 없음,,준법감시인 심의필번호2023-4372(심의일 : 2023. 9. 20.),20240104.0,산재보험급여 수급금의 압류방지 전용계좌,,
보증_802,011,농협은행,예금,,10000752,NH모여라통장(저축예금),"영업점, 올원뱅크에서 신규 가능영업점, 스마트뱅킹, 올원뱅크에서 해지 가능","매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금 (매일 최종잔액에 대하여 기본금리를 적용하여 계산)","이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세 종합저축 가능(전 금융기관 통합한도 범위 내),,,,개인 (1인 1계좌),"NH모여라통장은 모임주 개인 명의의 통장으로 멤버들이 납입한 모임회비의 지급, 해지 권한은 모임주에게 있으며, 압류 등 모임주의 상태에 따라 모임 회비 및 모임통장서비스 이용이 제한 될 수 있습니다.상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.",,제한없음,,,,제한없음,,준법감시인 심의필번호2022-5142 (심의일 : 2022.12.06.),20240104.0,모임 및 회비관리를 위한 농협은행 입출식 통장,,
